Date,Open,High,Low,Close,Volume
1993-01-29 00:00:00-05:00,25.352044847577936,25.352044847577936,25.225915271221826,25.334026336669922,1003200
1993-02-01 00:00:00-05:00,25.3520412647118,25.51420783996582,25.3520412647118,25.51420783996582,480500
1993-02-02 00:00:00-05:00,25.496205188087213,25.586297785924977,25.442149629384552,25.568279266357422,201300
1993-02-03 00:00:00-05:00,25.604302311874665,25.85656144795225,25.58628380215484,25.838542938232422,529400
1993-02-04 00:00:00-05:00,25.928636762830944,26.00071080525716,25.640340593126083,25.9466552734375,531500
1993-02-05 00:00:00-05:00,25.92863655090332,25.982692082281158,25.784488467229085,25.92863655090332,492100
1993-02-08 00:00:00-05:00,25.92863655090332,26.018729103199718,25.89259952998476,25.92863655090332,596100
1993-02-09 00:00:00-05:00,25.838538042392823,25.838538042392823,25.69438999194712,25.748445510864258,122100
1993-02-10 00:00:00-05:00,25.748461180179792,25.802516731992625,25.676387111096012,25.78449821472168,379600
1993-02-11 00:00:00-05:00,25.820517673943403,26.018721229012055,25.820517673943403,25.91061019897461,19500
1993-02-12 00:00:00-05:00,25.874568861685354,25.874568861685354,25.71240234375,25.71240234375,42500
1993-02-16 00:00:00-05:00,25.640351433277473,25.640351433277473,25.027721813648917,25.063758850097656,374800
1993-02-17 00:00:00-05:00,25.06374528459508,25.09978230153914,24.955634233762893,25.045726776123047,210900
1993-02-18 00:00:00-05:00,25.33403427914976,25.33403427914976,24.68536768309756,25.027719497680664,378100
1993-02-19 00:00:00-05:00,25.027712921843126,25.11780548095703,24.991675898197563,25.11780548095703,34900
1993-02-22 00:00:00-05:00,25.189876769081536,25.24393229862892,25.11780272968502,25.207895278930664,513600
1993-02-23 00:00:00-05:00,25.279982504073814,25.29800102332119,25.063760273105256,25.189889907836914,373700
1993-02-24 00:00:00-05:00,25.207893197819338,25.51420783996582,25.207893197819338,25.51420783996582,26300
1993-02-25 00:00:00-05:00,25.496205188087213,25.586297785924977,25.442149629384552,25.568279266357422,44500
1993-02-26 00:00:00-05:00,25.62233713996989,25.62233713996989,25.478188970406066,25.604318618774414,66200
1993-03-01 00:00:00-05:00,25.694408494818774,25.694408494818774,25.496204782726902,25.532241821289062,66500
1993-03-02 00:00:00-05:00,25.550240098849788,25.91061019897461,25.514203088837306,25.91061019897461,182400
1993-03-03 00:00:00-05:00,25.94665802086489,26.03675058343734,25.910620995835913,26.01873207092285,280100
1993-03-04 00:00:00-05:00,26.054748197783997,26.054748197783997,25.874563217163086,25.874563217163086,89500
1993-03-05 00:00:00-05:00,25.910616549699665,26.018727606235267,25.78448698374146,25.802505493164062,40000
1993-03-08 00:00:00-05:00,25.85657518418109,26.379112243652344,25.85657518418109,26.379112243652344,50800
1993-03-09 00:00:00-05:00,26.32504993828296,26.343068452956665,26.234957364914433,26.289012908935547,169300
1993-03-10 00:00:00-05:00,26.289011627802605,26.343067169189453,26.180900545028916,26.343067169189453,194400
1993-03-11 00:00:00-05:00,26.361073361829803,26.433147383324894,26.234943824213392,26.270980834960938,70900
1993-03-12 00:00:00-05:00,26.054766974181494,26.072785485228646,25.838544841615672,26.00071144104004,643600
1993-03-15 00:00:00-05:00,25.982686814932986,26.126834869384766,25.982686814932986,26.126834869384766,310800
1993-03-16 00:00:00-05:00,26.126834869384766,26.198908896610654,26.126834869384766,26.126834869384766,30800
1993-03-17 00:00:00-05:00,26.09079015494882,26.09079015494882,25.9286236415548,25.96466064453125,21800
1993-03-18 00:00:00-05:00,26.072779348965348,26.234945910223598,26.072779348965348,26.126834869384766,59300
1993-03-19 00:00:00-05:00,26.232120540388586,26.232120540388586,26.087291717529297,26.087291717529297,66900
1993-03-22 00:00:00-05:00,25.8338508006999,25.996783286478664,25.815747191168924,25.942472457885742,183400
1993-03-23 00:00:00-05:00,26.014872550964355,26.032976150512695,25.960561752319336,25.996768951416016,55200
1993-03-24 00:00:00-05:00,25.960561752319336,26.105390548706055,25.833836555480957,25.996768951416016,37200
1993-03-25 00:00:00-05:00,26.01488108651448,26.21402074688446,25.97867387553812,26.159709930419922,110100
1993-03-26 00:00:00-05:00,26.141606372681938,26.159709978203185,25.996777528511956,26.014881134033203,101500
1993-03-29 00:00:00-05:00,26.032992306799834,26.25023563620289,26.032992306799834,26.123510360717773,87100
1993-03-30 00:00:00-05:00,26.15972325154313,26.19593048095703,26.12351602212923,26.19593048095703,56000
1993-03-31 00:00:00-05:00,26.26833634224835,26.340750777375153,26.177818298339844,26.177818298339844,111600
1993-04-01 00:00:00-05:00,26.214016937531174,26.214016937531174,26.032980908957065,26.087291717529297,129500
1993-04-02 00:00:00-05:00,25.870048583778903,25.870048583778903,25.5441837310791,25.5441837310791,59400
1993-04-05 00:00:00-04:00,25.74334533594559,25.74334533594559,25.59851638890792,25.670930862426758,172200
1993-04-06 00:00:00-04:00,25.72522262535473,25.72522262535473,25.526082970971267,25.59849739074707,129700
1993-04-07 00:00:00-04:00,25.634718848585326,25.689029693603516,25.580408003567136,25.689029693603516,28000
1993-04-08 00:00:00-04:00,25.797657169080907,25.797657169080907,25.544206502156605,25.652828216552734,180800
1993-04-12 00:00:00-04:00,25.906259500905715,26.03298473955445,25.87005228986322,26.014881134033203,348500
1993-04-13 00:00:00-04:00,25.996776559617786,26.15970900323656,25.978672954771255,26.069190979003906,146100
1993-04-14 00:00:00-04:00,26.087294594468926,26.105398199322824,26.014880175053328,26.032983779907227,119600
1993-04-15 00:00:00-04:00,26.014880175053328,26.087294594468926,25.924362150783832,26.032983779907227,148600
1993-04-16 00:00:00-04:00,26.051087384761125,26.087294594468926,25.99677657019943,26.032983779907227,47900
1993-04-19 00:00:00-04:00,26.03299147323523,26.105405914050905,25.9062662018078,25.92436981201172,157000
1993-04-20 00:00:00-04:00,25.888155967310855,25.924363178453948,25.634705489309212,25.797637939453125,279500
1993-04-21 00:00:00-04:00,25.851961194799188,25.851961194799188,25.70713228054261,25.7795467376709,67900
1993-04-22 00:00:00-04:00,25.67091570131131,25.888158993565003,25.453672409057617,25.453672409057617,97700
1993-04-23 00:00:00-04:00,25.399367369243077,25.471781816482544,25.308849310193743,25.345056533813477,106000
1993-04-26 00:00:00-04:00,25.363167015059204,25.453685098624725,25.073509147649535,25.145923614501953,62600
1993-04-27 00:00:00-04:00,25.109713300340875,25.4174747467041,25.109713300340875,25.4174747467041,156800
1993-04-28 00:00:00-04:00,25.381257064677747,25.435567885786188,25.326946243569306,25.3631534576416,85900
1993-04-29 00:00:00-04:00,25.417481363455117,25.471792221069336,25.272652409817198,25.471792221069336,85000
1993-04-30 00:00:00-04:00,25.56229689782862,25.65281494633368,25.507986068725586,25.507986068725586,88500
1993-05-03 00:00:00-04:00,25.544205533768796,25.670930862426758,25.435583823490546,25.670930862426758,80500
1993-05-04 00:00:00-04:00,25.72523495720376,25.851960252559444,25.689027729959278,25.761442184448242,149100
1993-05-05 00:00:00-04:00,25.761426912293036,25.92435933830192,25.761426912293036,25.83384132385254,109000
1993-05-06 00:00:00-04:00,25.79764655873745,25.81575017035762,25.725232112256787,25.743335723876953,54700
1993-05-07 00:00:00-04:00,25.761444153627767,25.761444153627767,25.652822463591388,25.689029693603516,68000
1993-05-10 00:00:00-04:00,25.725232112256787,25.888164616838285,25.725232112256787,25.743335723876953,113900
1993-05-11 00:00:00-04:00,25.74333375241576,25.85195541381836,25.670919311480695,25.85195541381836,42600
1993-05-12 00:00:00-04:00,25.743339479721946,25.833857551028984,25.743339479721946,25.815753936767578,31000
1993-05-13 00:00:00-04:00,25.707125775436715,25.707125775436715,25.489882459024575,25.507986068725586,129100
1993-05-14 00:00:00-04:00,25.507994668050248,25.580409131266855,25.471787436441943,25.489891052246094,63500
1993-05-17 00:00:00-04:00,25.56229876324545,25.580402374267578,25.453677097112678,25.580402374267578,34000
1993-05-18 00:00:00-04:00,25.598510771905396,25.616614386312683,25.47178547105438,25.56230354309082,105200
1993-05-19 00:00:00-04:00,25.562287234664378,26.087291717529297,25.399354808947677,26.087291717529297,50200
1993-05-20 00:00:00-04:00,26.0872955084672,26.159709930419922,26.03298469200266,26.159709930419922,98200
1993-05-21 00:00:00-04:00,26.177820354866583,26.214027575274418,25.9062662018078,25.92436981201172,221400
1993-05-24 00:00:00-04:00,25.978672965345528,26.123501804176723,25.978672965345528,26.032983779907227,30500
1993-05-25 00:00:00-04:00,26.14160252610153,26.14160252610153,26.087291717529297,26.087291717529297,191800
1993-05-26 00:00:00-04:00,26.15970984806011,26.431263929527862,26.141606242628928,26.41316032409668,102400
1993-05-27 00:00:00-04:00,26.44938385503,26.44938385503,26.28645130561503,26.32265853881836,53800
1993-05-28 00:00:00-04:00,26.304552169198733,26.304552169198733,26.06920517800838,26.19593048095703,79100
