,date,open,high,low,close,volume,open_i+1,close_i+1,return_i+1,open_i-1,high_i-1,low_i-1,close_i-1,volume_i-1,open/open_i-1,high/high_i-1,low/low_i-1,close/close_i-1,volume/volume_i-1,open_i-2,high_i-2,low_i-2,close_i-2,volume_i-2,open_i-1/open_i-2,high_i-1/high_i-2,low_i-1/low_i-2,close_i-1/close_i-2,volume_i-1/volume_i-2
1884,2006-09-05 00:00:00-04:00,34.19742160826777,34.529776013512304,33.978768008889105,34.51228332519531,85582800,34.19743469946852,33.82135009765625,-2.771357573735372,34.179935455322266,34.29363293544021,34.022504582124164,34.179935455322266,69388500.0,1.0005115911634286,1.0068859160683457,0.998714481083264,1.0097234785685147,1.2333859357098078,34.074980851524096,34.13620360092859,33.900057280487154,33.99626541137695,61207200.0,1.0030801074916371,1.004611799728876,1.0036120086943774,1.0054026535480525,1.1336656471787634
2839,2010-06-22 00:00:00-04:00,41.627321594572784,41.92974244766485,41.049166376619965,41.12921905517578,94493400,41.17368379070493,40.960208892822266,-1.3065548018459157,42.33890130331908,42.410060751589874,41.20927390310879,41.44942855834961,95488100.0,0.9831932410421214,0.9886744254685601,0.9961147695330603,0.9922746943851576,0.9895829951585591,41.84968688144743,42.107634760447446,41.68068830196577,41.805213928222656,75921400.0,1.0116897988569784,1.0071822127474732,0.98868986050706,0.991489449845086,1.25772311890982
4099,2015-06-24 00:00:00-04:00,104.45710964593368,104.900758394131,104.013453695997,104.0417709350586,15815900,104.44765771115516,103.83409118652344,-1.4803468799155306,104.60815122720084,104.6742271943746,104.14561945698463,104.579833984375,18127900.0,0.9985561203453533,1.0021641544994238,0.9987309522793494,0.9948550018792648,0.8724617854246769,104.49484252929688,104.8063465069037,104.25885597688044,104.49484252929688,19120900.0,1.0010843472764905,0.9987393958769434,0.9989138906346631,1.000813355501773,0.9480672980874332
1176,2003-11-11 00:00:00-05:00,30.29619820849054,30.42548299345515,30.037622062696776,30.218626022338867,75607100,30.31345325960187,30.865079879760746,4.585749669942487,30.770242310374694,30.80471956071389,30.244475750462488,30.330665588378903,68896400.0,0.984594073159953,0.9876890108831767,0.9931606125537636,0.9963060630597251,1.0974027670531405,31.097783814138594,31.18397369141529,30.68406319699789,30.709922790527344,63505200.0,0.989467368294747,0.9878381717976563,0.9856737537100885,0.9876503368394848,1.0848938354654423
3361,2012-07-17 00:00:00-04:00,57.69007819315127,57.81707184094643,56.81021612487776,57.626583099365234,42467800,57.51774235702278,58.40667724609375,3.8946520302449312,57.36353533486979,57.61751571822872,57.10048224626335,57.32725143432617,27621400.0,1.0056925162714472,1.0034634628069288,0.9949165732062696,1.0052214550244394,1.537496289109169,56.7830058552285,57.61751830406817,56.74672541327984,57.49052810668945,32357200.0,1.0102236482711284,0.9999999551206035,1.0062339602929884,0.9971599378586282,0.8536399935717552
4524,2017-03-02 00:00:00-05:00,126.11479625029578,126.13397980037736,125.35662134806388,125.51017761230467,19951400,125.42384278806642,125.74054718017578,0.6363184625623013,125.57737055481404,126.37391259898077,125.33744437083004,126.14359283447266,25813800.0,1.004279638067809,0.9981014056329428,1.0001530027784602,0.9949786175584902,0.7728966676738799,125.13590884543444,125.19348879066244,124.43532843860504,124.78082275390624,16598600.0,1.0035278579382427,1.0094287955365804,1.0072496769490193,1.0109213102661945,1.55517935247551
947,2002-12-13 00:00:00-05:00,21.99599077615266,22.039085711006543,21.556415535984204,21.582273483276367,72647800,21.73741495007496,22.280420303344727,6.295014809178551,22.40970290206112,23.0044224009263,22.030461315715755,22.28903579711914,62296400.0,0.9815387054564472,0.9580369081607158,0.9784822581362206,0.968291032403738,1.166163694852351,21.92703883205776,22.470042596692107,21.82360868243069,22.16837310791016,64237600.0,1.022012277795472,1.0237818776682186,1.0094783881206408,1.0054430105728385,0.9697809382666849
5047,2019-04-01 00:00:00-04:00,177.5917176331224,178.325527297911,176.867701652011,178.1102752685547,30969500,178.3060180190124,178.78543090820312,0.6775545178916929,175.81104370209087,175.94802093219457,174.73478337313455,175.7816925048828,35205500.0,1.010128339457724,1.013512549633239,1.0122066038467095,1.01324701526359,0.8796778912385849,174.50970853824987,175.11631970008705,173.41389097379695,174.46078491210938,30368200.0,1.0074570932169986,1.0047494216046335,1.0076169930327967,1.0075713725204143,1.1592883345078075
4250,2016-01-29 00:00:00-05:00,96.78306793790352,98.87115709702844,96.7545951139358,98.83319091796876,54245100,98.35862362427406,99.09895324707033,1.8967636804000287,97.04881423127418,97.08678040653182,95.16004227037833,96.81153106689452,47641500.0,0.9972617254989086,1.0183791931612616,1.0167565377811296,1.020882428247905,1.1386102452693554,97.33356834812538,97.7511818423556,95.05564825448248,95.46377563476562,54524700.0,0.9970744510687952,0.9932031365421722,1.0010982410599776,1.0141179774544562,0.8737599656669363
15,1999-03-31 00:00:00-05:00,46.6509837274966,46.70485322371773,45.0887683370839,45.22344207763672,8256600,46.54323938429842,46.16615295410156,-2.0416666666666248,46.166152255635865,46.54323868012764,45.70826159732442,45.89680480957031,4940600.0,1.0105018817504234,1.0034723527664415,0.9864467989244905,0.9853287666815276,1.6711735416751001,45.14263799529531,46.2469626717912,44.87329051322315,46.220027923583984,5113800.0,1.0226728943144001,1.0064063884679102,1.0186073068088295,0.9930068602609228,0.9661308615902069
